severity	check	path	line	message	suggestion	snippet
warn	pathful-wikilink	Campaigns/Dunmari Frontier Campaign/Session Notes/Session 55 (DuFr).md	21	Wiki link uses a full path	[[Delwath]]	[[People/PCs/Dunmar Fellowship/Delwath]] and his companions confront hobgoblin traitors in a shadow realm and battle an undead warlock at t...
warn	pathful-wikilink	Campaigns/Dunmari Frontier Campaign/Session Notes/Session 59 (DuFr).md	29	Wiki link uses a full path	[[Motua]]	- [[Somi-nai]] explains the disturbance at the Footprint of the Gods is due to [[People/Other Nonhumans/Motua]], a guardian from the [[Land...
warn	pathful-wikilink	Campaigns/Dunmari Frontier Campaign/Session Notes/Session 59 (DuFr).md	48	Wiki link uses a full path	[[Motua]]	As the battle ends, the magma dancer turns to speak with his apparent saviors. The party learns this creature is called [[Somi-nai]], also ...
warn	pathful-wikilink	Campaigns/Dunmari Frontier Campaign/Session Notes/Session 59 (DuFr).md	48	Wiki link uses a full path	[[Motua]]	As the battle ends, the magma dancer turns to speak with his apparent saviors. The party learns this creature is called [[Somi-nai]], also ...
warn	pathful-wikilink	Campaigns/Dunmari Frontier Campaign/Session Notes/Session 59 (DuFr).md	48	Wiki link uses a full path	[[Motua]]	As the battle ends, the magma dancer turns to speak with his apparent saviors. The party learns this creature is called [[Somi-nai]], also ...
warn	pathful-wikilink	Campaigns/Dunmari Frontier Campaign/Session Notes/Session 59 (DuFr).md	48	Wiki link uses a full path	[[Motua]]	As the battle ends, the magma dancer turns to speak with his apparent saviors. The party learns this creature is called [[Somi-nai]], also ...
warn	pathful-wikilink	Campaigns/Dunmari Frontier Campaign/Session Notes/Session 6 (DuFr).md	21	Wiki link uses a full path	[[Festival of Rebirth]]	The [[Dunmar Fellowship]] prepares for their journey, gains a new [[Riswynn|ally]], and defends [[Karawa]] from a gnoll attack during the [...
warn	pathful-wikilink	Campaigns/Dunmari Frontier Campaign/Session Notes/Session 6 (DuFr).md	29	Wiki link uses a full path	[[Festival of Rebirth]]	- A gnoll attack disrupts the [[Gods and Religions/Holidays and Festivals/Dunmari Festivals/Festival of Rebirth]], leading to a fierce batt...
warn	pathful-wikilink	Campaigns/Dunmari Frontier Campaign/Session Notes/Session 6 (DuFr).md	34	Wiki link uses a full path	[[Festival of Rebirth]]	- (DR:: 1748-04-05), evening: [[Gods and Religions/Holidays and Festivals/Dunmari Festivals/Festival of Rebirth]] begins at sundown with an...
warn	pathful-wikilink	Campaigns/Dunmari Frontier Campaign/Session Notes/Session 6 (DuFr).md	35	Wiki link uses a full path	[[Festival of Rebirth]]	- (DR:: 1748-04-06): Day of fasting, prayer, and preparation. [[Gods and Religions/Holidays and Festivals/Dunmari Festivals/Festival of Reb...
warn	pathful-wikilink	Campaigns/Dunmari Frontier Campaign/Session Notes/Session 6 (DuFr).md	48	Wiki link uses a full path	[[Festival of Rebirth]]	After this meeting, the [[Gods and Religions/Holidays and Festivals/Dunmari Festivals/Festival of Rebirth]] begins. [[Suma]], the priestess...
warn	pathful-wikilink	Campaigns/Dunmari Frontier Campaign/Session Notes/Session 60 (DuFr).md	22	Wiki link uses a full path	[[Wellby]]	[[People/PCs/Dunmar Fellowship/Wellby]] helps a halfling ship escape pirates and learns of kidnapped [[Kenku]] experts on the [[Feywild]] i...
warn	pathful-wikilink	Campaigns/Dunmari Frontier Campaign/Session Notes/Session 62 (DuFr).md	21	Wiki link uses a full path	[[Wellby]]	[[People/PCs/Dunmar Fellowship/Wellby]] and his companions successfully defeat an aboleth and its minions, liberating the enchanted prisone...
warn	pathful-wikilink	Campaigns/Dunmari Frontier Campaign/Session Notes/Session 64 (DuFr).md	22	Wiki link uses a full path	[[Motua]]	[[Kenzo]] aids in healing [[People/Other Nonhumans/Motua]], freeing the jungle's spirit guardian and restoring harmony.
warn	pathful-wikilink	Campaigns/Dunmari Frontier Campaign/Session Notes/Session 64 (DuFr).md	26	Wiki link uses a full path	[[Motua]]	- The party discovers the troubles stem from [[People/Other Nonhumans/Motua]]'s ailment
warn	pathful-wikilink	Campaigns/Dunmari Frontier Campaign/Session Notes/Session 64 (DuFr).md	27	Wiki link uses a full path	[[Motua]]	- [[Kenzo]] heals [[People/Other Nonhumans/Motua]] by entering their spiritual wounds and addressing the sorrows of trapped souls within.
warn	pathful-wikilink	Campaigns/Dunmari Frontier Campaign/Session Notes/Session 64 (DuFr).md	28	Wiki link uses a full path	[[Motua]]	- Victory over the wounds releases [[People/Other Nonhumans/Motua]] from necrotic chains, and [[Lengau]] returns to restore the jungle.
warn	pathful-wikilink	Campaigns/Dunmari Frontier Campaign/Session Notes/Session 64 (DuFr).md	32	Wiki link uses a full path	[[Motua]]	- (DR:: 1748-11-06): Speak with [[Somi-nai]]. Cross the lava river, and proceed to the flooded jungle. Commune with an ancient tree; find t...
warn	pathful-wikilink	Campaigns/Dunmari Frontier Campaign/Session Notes/Session 64 (DuFr).md	33	Wiki link uses a full path	[[Motua]]	- (DR:: 1748-11-07) - (DR_end:: 1748-11-12):  Spend time in the jungle with [[People/Other Nonhumans/Motua]] and [[Lengau]]
warn	pathful-wikilink	Campaigns/Dunmari Frontier Campaign/Session Notes/Session 64 (DuFr).md	40	Wiki link uses a full path	[[Motua]]	Venturing into the flooded area, with the two lizardfolk swimming comfortably and [[Kenzo]] running across the water, [[Kenzo]] looks for a...
warn	pathful-wikilink	Campaigns/Dunmari Frontier Campaign/Session Notes/Session 64 (DuFr).md	40	Wiki link uses a full path	[[Motua]]	Venturing into the flooded area, with the two lizardfolk swimming comfortably and [[Kenzo]] running across the water, [[Kenzo]] looks for a...
warn	pathful-wikilink	Campaigns/Dunmari Frontier Campaign/Session Notes/Session 64 (DuFr).md	42	Wiki link uses a full path	[[Motua]]	The party heads into the water in search of Tree’s daughter, noticing as they do that there is a current that is getting stronger and stron...
warn	pathful-wikilink	Campaigns/Dunmari Frontier Campaign/Session Notes/Session 64 (DuFr).md	42	Wiki link uses a full path	[[Motua]]	The party heads into the water in search of Tree’s daughter, noticing as they do that there is a current that is getting stronger and stron...
warn	pathful-wikilink	Campaigns/Dunmari Frontier Campaign/Session Notes/Session 64 (DuFr).md	46	Wiki link uses a full path	[[Motua]]	The party cautiously moves through the understory, the occasional glimpse of a serpent-like creature moving in the corner of their eyes, un...
warn	pathful-wikilink	Campaigns/Dunmari Frontier Campaign/Session Notes/Session 64 (DuFr).md	46	Wiki link uses a full path	[[Motua]]	The party cautiously moves through the understory, the occasional glimpse of a serpent-like creature moving in the corner of their eyes, un...
warn	pathful-wikilink	Campaigns/Dunmari Frontier Campaign/Session Notes/Session 64 (DuFr).md	46	Wiki link uses a full path	[[Motua]]	The party cautiously moves through the understory, the occasional glimpse of a serpent-like creature moving in the corner of their eyes, un...
warn	pathful-wikilink	Campaigns/Dunmari Frontier Campaign/Session Notes/Session 64 (DuFr).md	48	Wiki link uses a full path	[[Motua]]	Screaming in pain, [[People/Other Nonhumans/Motua]] attacks, swinging their tail at [[Kenzo]], who dodges at first, but then is struck, see...
warn	pathful-wikilink	Campaigns/Dunmari Frontier Campaign/Session Notes/Session 64 (DuFr).md	50	Wiki link uses a full path	[[Motua]]	[[Kenzo]] sees a lonely warrior, nondescript, at the end of their life, forgotten, afraid of dying alone and nobody caring, their sword han...
warn	pathful-wikilink	Campaigns/Dunmari Frontier Campaign/Session Notes/Session 64 (DuFr).md	58	Wiki link uses a full path	[[Motua]]	As [[Kenzo]] asks her name, she begins to fade, and emerging from her mouth is a miniature version of [[People/Other Nonhumans/Motua]], who...
warn	pathful-wikilink	Campaigns/Dunmari Frontier Campaign/Session Notes/Session 64 (DuFr).md	58	Wiki link uses a full path	[[Motua]]	As [[Kenzo]] asks her name, she begins to fade, and emerging from her mouth is a miniature version of [[People/Other Nonhumans/Motua]], who...
warn	pathful-wikilink	Campaigns/Dunmari Frontier Campaign/Session Notes/Session 64 (DuFr).md	68	Wiki link uses a full path	[[Motua]]	And [[Kenzo]] sees now that it is not the warrior fighting, it is [[People/Other Nonhumans/Motua]]. They are in a battle with the skeletal ...
warn	pathful-wikilink	Campaigns/Dunmari Frontier Campaign/Session Notes/Session 64 (DuFr).md	68	Wiki link uses a full path	[[Motua]]	And [[Kenzo]] sees now that it is not the warrior fighting, it is [[People/Other Nonhumans/Motua]]. They are in a battle with the skeletal ...
warn	pathful-wikilink	Campaigns/Dunmari Frontier Campaign/Session Notes/Session 64 (DuFr).md	68	Wiki link uses a full path	[[Motua]]	And [[Kenzo]] sees now that it is not the warrior fighting, it is [[People/Other Nonhumans/Motua]]. They are in a battle with the skeletal ...
warn	pathful-wikilink	Campaigns/Dunmari Frontier Campaign/Session Notes/Session 64 (DuFr).md	70	Wiki link uses a full path	[[Motua]]	As [[Kenzo]] emerges again, battling the last of these necrotic chains with [[Izzarak]], one manages to penetrate his soul, wrapping around...
warn	pathful-wikilink	Campaigns/Dunmari Frontier Campaign/Session Notes/Session 64 (DuFr).md	70	Wiki link uses a full path	[[Motua]]	As [[Kenzo]] emerges again, battling the last of these necrotic chains with [[Izzarak]], one manages to penetrate his soul, wrapping around...
warn	pathful-wikilink	Campaigns/Dunmari Frontier Campaign/Session Notes/Session 64 (DuFr).md	70	Wiki link uses a full path	[[Motua]]	As [[Kenzo]] emerges again, battling the last of these necrotic chains with [[Izzarak]], one manages to penetrate his soul, wrapping around...
warn	pathful-wikilink	Campaigns/Dunmari Frontier Campaign/Session Notes/Session 64 (DuFr).md	72	Wiki link uses a full path	[[Motua]]	Meanwhile, the party hears the low growl of a jaguar pacing through the jungle – [[Lengau]]. He approaches, greeting the babies, thanking [...
warn	pathful-wikilink	Campaigns/Dunmari Frontier Campaign/Session Notes/Session 64 (DuFr).md	74	Wiki link uses a full path	[[Motua]]	We end as [[Kenzo]] prepares to depart to the [[Feywild|Feywild]], after spending some time learning from [[People/Other Nonhumans/Motua]] ...
warn	pathful-wikilink	Campaigns/Dunmari Frontier Campaign/Session Notes/Session 66 (DuFr).md	21	Wiki link uses a full path	[[Wellby]]	[[People/PCs/Dunmar Fellowship/Wellby]] and new allies defeat mirror entities and rescue the wizard [[Arryn]] from the [[Mirror Realm]], wh...
warn	pathful-wikilink	Campaigns/Dunmari Frontier Campaign/Session Notes/Session 68 (DuFr).md	26	Wiki link uses a full path	[[Tanshi]]	- [[Delwath]], with allies, sought to restore the lost and trapped [[Gods and Religions/Gods/Tanshi/Tanshi]] in the Forest of Nightmares.
warn	pathful-wikilink	Campaigns/Dunmari Frontier Campaign/Session Notes/Session 68 (DuFr).md	28	Wiki link uses a full path	[[Motua]]	- [[Kenzo]] restored balance in [[Orekatu]] by healing the spirit creature [[People/Other Nonhumans/Motua]] at the [[Azta Lekua|Footprint o...
warn	pathful-wikilink	Campaigns/Dunmari Frontier Campaign/Session Notes/Session 68 (DuFr).md	40	Wiki link uses a full path	[[Wellby#^3c01eb|Wellby's Letter]]	- [[People/PCs/Dunmar Fellowship/Wellby#^3c01eb|Wellby's Letter]] **(personal)**
warn	pathful-wikilink	Campaigns/Dunmari Frontier Campaign/Session Notes/Session 69 (DuFr).md	63	Wiki link uses a full path	[[Motua]]	We begin as the party settles in for the night outside [[Lastlight Falls]], after a long evening of talking and reconnecting. In the mornin...
warn	pathful-wikilink	Campaigns/Dunmari Frontier Campaign/Session Notes/Session 80 (DuFr).md	47	Wiki link uses a full path	[[Wellby]]	[[People/PCs/Dunmar Fellowship/Wellby]] and [[Seeker]] head north, to [[Scrollwright Street]], heading for the shop of [[Guy Marchand]], a ...
warn	pathful-wikilink	Campaigns/Dunmari Frontier Campaign/Session Notes/Session 81 (DuFr).md	61	Wiki link uses a full path	[[Motua]]	The next morning, [[Kenzo]] returns to [[Cecilia Lister]]'s tattoo parlor, listens to her [[Cecilia Lister's Story|story]], and has his tat...
warn	pathful-wikilink	Campaigns/Dunmari Frontier Campaign/Session Notes/Session 83 (DuFr).md	51	Wiki link uses a full path	[[Wellby]]	[[People/PCs/Dunmar Fellowship/Wellby]], as the acrobatics show ends, finds himself talking to some [[Kenku]], about the [[Kenku]] he met f...
warn	pathful-wikilink	Campaigns/Dunmari Frontier Campaign/Session Notes/Session 83 (DuFr).md	55	Wiki link uses a full path	[[Tanshi]]	The next day is the most spiritual day of [[Pyravela]], when [[The Wyrdling]] grants prayers and visions to those who pray to them, and the...
warn	pathful-wikilink	Campaigns/Dunmari Frontier Campaign/Session Notes/Session 85 (DuFr).md	50	Wiki link uses a full path	[[Wellby]]	[[People/PCs/Dunmar Fellowship/Wellby]], in addition to getting his darkvision tattoo and connecting the party to [[Adam Gower]], has spent...
warn	pathful-wikilink	Campaigns/Dunmari Frontier Campaign/Session Notes/Session 85 (DuFr).md	54	Wiki link uses a full path	[[Delwath]]	[[People/PCs/Dunmar Fellowship/Delwath]] spends time returning to his quartermaster roots, both working on the kitchen and the storerooms o...
warn	pathful-wikilink	Campaigns/Dunmari Frontier Campaign/Session Notes/Session 88 (DuFr).md	48	Wiki link uses a full path	[[Motua]]	As the battle progresses, and [[Grash]] slows, finally there is an opening to cut off his hand and take, and destroy, the [[Ring of Undying...
warn	pathful-wikilink	Campaigns/Dunmari Frontier Campaign/Session Notes/Session 91 (DuFr).md	59	Wiki link uses a full path	[[Delwath]]	[[People/PCs/Dunmar Fellowship/Delwath]], understanding the giant's language through a spell, negotiated. The giant revealed they were on [...
warn	pathful-wikilink	Campaigns/Dunmari Frontier Campaign/Session Notes/Session 94 (DuFr).md	32	Wiki link uses a full path	[[Festival of Rebirth]]	- (DR:: 1749-03-26): The [[Gods and Religions/Holidays and Festivals/Dunmari Festivals/Festival of Rebirth]] is celebrated in [[Dunmar]], a...
warn	pathful-wikilink	Campaigns/Dunmari Frontier Campaign/Session Notes/Session 96 (DuFr).md	52	Wiki link uses a full path	[[Wellby]]	[[People/PCs/Dunmar Fellowship/Wellby]]'s discovery of a secret door beneath the ritual room led the party into a tunnel shrouded in magica...
warn	pathful-wikilink	Campaigns/Dunmari Frontier Campaign/Session Notes/Session 99 (DuFr).md	41	Wiki link uses a full path	[[Tanshi]]	Our session begins at dawn, in the harbor of [[Castrella]], where the[[ Dunmar Fellowship]] prepares to set sail on the halfling ship [[Sum...
warn	pathful-wikilink	Campaigns/Dunmari Frontier Campaign/Treasure/Cha'mutte’s Shadow Armband.md	18	Wiki link uses a full path	[[Delwath]]	[[People/PCs/Dunmar Fellowship/Delwath]] recovered one armband during his [[Session 55 (DuFr)|adventures in the north]]. This is one of a p...
warn	pathful-wikilink	Campaigns/Dunmari Frontier Campaign/Treasure/Chardon Fan.md	18	Wiki link uses a full path	[[Agata's Lair|Agata's hut]]	Looted from [[Gazetteer/Greater Dunmar/Hara Basin/Agata's Lair|Agata's hut]] by [[Dunmar Fellowship]]. Probably worth 10-180 gp.
warn	pathful-wikilink	Campaigns/Dunmari Frontier Campaign/Treasure/Deno'qai Lynx Shield.md	22	Wiki link uses a full path	[[Tanshi]]	![[lynx-shield.png|right|400]]A magical shield of Deno'qai make, decorated with a lynx motif. This shield was originally made with the bles...
